sample_index,state,main_lobe_energy,side_lobe_energy,total_energy,main_lobe_ratio,side_lobe_ratio,peak_intensity,max_side_lobe_intensity,strehl_ratio,synthesis_efficiency,peak_to_sidelobe_ratio,phase_rmse_rad
28,before,38003688.76855469,78640128.05721092,116643816.82576561,0.32580971544614273,0.6741902845538573,5789606.5,3357171.75,0.453014897769732,0.480327703482362,1.724548796170467,1.9832707643508911
28,baseline_compensated,61223688.37890625,58183154.60955599,119406842.98846224,0.5127318237935662,0.48726817620643376,8376304.5,1680951.5,0.655414271549482,0.7738047171382043,4.983073277248034,1.006008505821228
28,physics_compensated,65942343.875,54123248.365799725,120065592.24079973,0.549219327904935,0.450780672095065,9216762.0,1293830.75,0.7211769047167456,0.8334436898644124,7.123622622201552,0.8826624155044556
28,ideal,79120334.91516113,42485201.56443155,121605536.47959268,0.6506310255737309,0.3493689744262691,12780168.0,945604.1875,1.0,1.0,13.515346239940376,0.0
29,before,54531395.62109375,63506642.72786826,118038038.34896201,0.4619815475065736,0.5380184524934264,5134173.0,3435589.0,0.401729695572077,0.689220990780265,1.4944083823763552,1.8270351886749268
29,baseline_compensated,55484364.623046875,63274173.11970973,118758537.7427566,0.4672031643167568,0.5327968356832432,6059597.5,2725603.5,0.4741406763979941,0.7012655429548099,2.2232131342654937,1.0861144065856934
29,physics_compensated,52659817.15625,65688741.15678477,118348558.31303477,0.44495529059985267,0.5550447094001473,4805231.0,3091059.25,0.37599122327656415,0.665566155814632,1.554558037022422,1.2466470003128052
29,ideal,79120334.91516113,42485201.56443155,121605536.47959268,0.6506310255737309,0.3493689744262691,12780168.0,945604.1875,1.0,1.0,13.515346239940376,0.0
30,before,48641083.166015625,69287960.53775519,117929043.70377082,0.412460591880983,0.587539408119017,5245140.0,2785418.75,0.41041244528240944,0.6147734740780901,1.883070543701912,1.3106014728546143
30,baseline_compensated,63463396.91845703,56282296.4181059,119745693.33656293,0.529984796531127,0.47001520346887304,8310872.5,1420890.5,0.6502944640477339,0.8021123392173116,5.849059093575472,0.7704311609268188
30,physics_compensated,69728854.84765625,50771209.459343776,120500064.30700003,0.5786623870175445,0.4213376129824555,10155996.0,973879.0,0.7946684268939188,0.8813013104965348,10.428396135454198,0.5836338996887207
30,ideal,79120334.91516113,42485201.56443155,121605536.47959268,0.6506310255737309,0.3493689744262691,12780168.0,945604.1875,1.0,1.0,13.515346239940376,0.0
31,before,33032289.251220703,83139020.81673506,116171310.06795576,0.2843411960483021,0.7156588039516979,4504216.5,3016806.5,0.35243797264636895,0.4174943051826114,1.4930412341659964,1.9559156894683838
